ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
416,F,Flight,3,2,115.0,3,low,F,27.0,1814.0,1
417,A,Flight,4,3,159.0,3,low,M,33.0,1330.0,1
418,B,Flight,5,5,133.0,3,low,M,63.0,1218.0,1
419,C,Flight,5,2,178.0,3,low,M,48.0,1517.0,1
420,F,Flight,4,2,134.0,2,low,F,43.0,1714.0,1
421,D,Flight,3,1,184.0,5,medium,F,58.0,2544.0,1
422,F,Flight,4,2,251.0,2,medium,M,24.0,2405.0,1
423,A,Flight,3,2,141.0,3,low,M,7.0,1933.0,1
424,B,Flight,4,4,229.0,2,medium,M,45.0,3776.0,1
425,C,Flight,4,1,203.0,4,low,M,34.0,3813.0,1
426,F,Flight,4,3,158.0,3,medium,F,57.0,1911.0,1
427,D,Flight,3,4,167.0,3,medium,M,52.0,1755.0,1
428,F,Flight,5,4,197.0,4,low,F,40.0,3303.0,1
429,A,Ship,2,2,140.0,3,low,F,19.0,1806.0,1
430,B,Ship,5,1,205.0,2,medium,M,27.0,3569.0,1
431,C,Ship,5,5,208.0,3,low,F,45.0,2018.0,1
432,F,Ship,4,2,96.0,3,low,M,22.0,1294.0,1
433,D,Ship,6,4,205.0,3,low,F,44.0,2064.0,1
434,F,Ship,4,2,215.0,3,medium,F,48.0,2953.0,1
435,A,Ship,4,1,216.0,3,low,F,43.0,2643.0,1
436,B,Ship,3,1,112.0,2,high,M,22.0,1846.0,1
437,C,Ship,5,4,222.0,3,low,F,20.0,3632.0,1
438,F,Ship,5,2,186.0,3,medium,F,15.0,2153.0,1
439,D,Ship,3,5,241.0,3,medium,M,48.0,2841.0,1
440,F,Ship,3,3,172.0,3,low,F,58.0,1269.0,1
441,A,Ship,3,5,251.0,2,high,M,23.0,2426.0,1
442,B,Ship,5,3,190.0,3,high,M,45.0,2628.0,1
443,C,Ship,4,3,186.0,2,medium,F,48.0,2805.0,1
444,F,Ship,4,4,207.0,2,medium,M,35.0,2596.0,1
445,D,Ship,3,3,135.0,3,low,F,19.0,1366.0,1
446,F,Ship,4,4,189.0,2,medium,F,18.0,2955.0,1
447,A,Ship,4,4,173.0,5,medium,F,51.0,1691.0,1
448,B,Ship,3,4,194.0,3,medium,M,3.0,2169.0,1
449,C,Ship,3,1,183.0,3,low,M,19.0,3018.0,1
450,F,Ship,4,3,140.0,2,low,F,22.0,1248.0,1
451,D,Ship,4,4,244.0,3,medium,F,55.0,2782.0,1
452,F,Ship,2,3,189.0,4,low,M,34.0,3355.0,1
453,A,Ship,3,2,157.0,2,medium,M,53.0,1390.0,1
454,B,Ship,4,1,275.0,10,medium,F,23.0,2726.0,1
455,C,Ship,4,5,133.0,3,low,F,53.0,1467.0,1
456,F,Ship,4,1,149.0,3,medium,M,54.0,1178.0,1
457,D,Ship,3,3,254.0,2,high,M,17.0,3153.0,1
458,F,Ship,3,4,145.0,8,low,F,15.0,1429.0,1
459,A,Ship,3,2,179.0,5,low,F,52.0,1991.0,1
460,B,Ship,5,2,168.0,3,low,M,26.0,1526.0,1
461,C,Ship,4,1,202.0,3,medium,F,18.0,3940.0,1
462,F,Ship,3,4,220.0,7,low,M,43.0,2620.0,1
463,D,Ship,3,4,244.0,8,low,M,1.0,2703.0,1
464,F,Ship,4,2,186.0,7,medium,F,40.0,3111.0,1
465,A,Ship,5,2,263.0,8,medium,M,24.0,3139.0,1
466,B,Ship,3,2,294.0,4,low,F,15.0,1318.0,1
467,C,Ship,3,5,226.0,2,medium,F,2.0,1043.0,1
468,F,Ship,4,4,173.0,5,medium,F,2.0,1175.0,1
469,D,Ship,3,5,194.0,3,medium,F,10.0,2277.0,1
470,F,Ship,3,5,183.0,3,low,F,2.0,3459.0,1
471,A,Ship,4,1,140.0,2,low,M,61.0,1770.0,1
472,B,Ship,4,3,244.0,3,medium,M,8.0,3318.0,1
473,C,Ship,2,2,189.0,4,low,M,9.0,3413.0,1
474,F,Ship,3,1,157.0,2,medium,F,39.0,1525.0,1
475,D,Ship,4,3,275.0,10,medium,M,10.0,2093.0,1
476,F,Ship,4,5,133.0,3,low,M,59.0,1092.0,1
477,A,Ship,4,2,149.0,3,medium,M,26.0,1863.0,1
478,B,Ship,3,4,254.0,2,high,F,41.0,3973.0,1
479,C,Ship,3,4,145.0,8,low,F,24.0,1594.0,1
480,F,Ship,3,5,179.0,5,low,M,56.0,1113.0,1
481,D,Ship,5,4,168.0,3,low,F,13.0,1317.0,1
482,F,Ship,4,5,202.0,3,medium,F,46.0,3181.0,1
483,A,Ship,3,3,220.0,7,low,M,25.0,2141.0,1
484,B,Ship,3,2,244.0,8,low,F,50.0,3562.0,1
485,C,Ship,4,3,186.0,7,medium,F,30.0,2062.0,1
486,F,Ship,5,5,263.0,8,medium,F,9.0,2236.0,1
487,D,Ship,3,1,294.0,4,low,F,25.0,1498.0,1
488,F,Ship,4,1,139.0,3,low,F,56.0,1811.0,1
489,A,Ship,7,5,192.0,3,low,M,46.0,1550.0,1
490,B,Ship,3,3,235.0,3,low,M,5.0,3065.0,1
491,C,Ship,2,1,176.0,3,low,F,15.0,1996.0,1
492,F,Ship,5,4,224.0,3,low,F,34.0,2627.0,1
493,D,Ship,3,4,128.0,3,medium,F,51.0,1524.0,1
494,F,Ship,5,4,226.0,5,low,M,47.0,2240.0,1
495,A,Ship,5,1,160.0,5,medium,F,16.0,1526.0,1
496,B,Ship,3,1,197.0,5,low,M,45.0,2224.0,1
497,C,Ship,4,2,216.0,3,low,F,12.0,2273.0,1
498,F,Ship,4,4,199.0,2,low,M,9.0,3075.0,1
499,D,Ship,5,5,271.0,2,low,M,27.0,3957.0,1
500,F,Ship,5,1,201.0,3,low,F,47.0,2657.0,1
501,A,Ship,3,4,212.0,2,low,M,33.0,2021.0,1
502,B,Ship,3,2,177.0,3,low,M,10.0,1641.0,1
503,C,Ship,3,4,191.0,4,medium,F,43.0,2903.0,1
504,F,Ship,3,2,174.0,3,low,M,30.0,1986.0,1
505,D,Ship,5,3,162.0,2,low,F,14.0,1045.0,1
506,F,Ship,3,1,219.0,2,low,F,39.0,2696.0,1
507,A,Ship,4,4,155.0,3,medium,F,35.0,1421.0,1
508,B,Ship,5,3,230.0,3,medium,F,3.0,2923.0,1
509,C,Ship,4,5,192.0,2,medium,F,36.0,2497.0,1
510,F,Ship,5,2,235.0,3,low,M,14.0,2984.0,1
511,D,Ship,3,2,200.0,3,low,M,46.0,3642.0,1
512,F,Ship,5,2,172.0,3,medium,M,65.0,1667.0,1
513,A,Ship,5,4,160.0,4,low,F,6.0,1603.0,1
514,B,Ship,5,3,250.0,5,low,M,12.0,2722.0,1
515,C,Ship,4,2,174.0,3,low,M,9.0,1682.0,1
516,F,Ship,3,2,204.0,3,high,F,54.0,3608.0,1
517,D,Ship,3,5,274.0,3,medium,F,51.0,3476.0,1
518,F,Ship,5,5,262.0,2,medium,F,62.0,3744.0,1
519,A,Ship,4,5,138.0,3,medium,M,23.0,1785.0,1
520,B,Ship,3,1,215.0,3,medium,F,2.0,3873.0,1
521,C,Ship,3,1,145.0,2,low,F,34.0,1773.0,1
522,F,Road,4,5,149.0,2,medium,M,56.0,1141.0,1
523,D,Road,6,5,212.0,2,medium,M,38.0,2359.0,1
524,F,Road,3,1,155.0,3,medium,F,47.0,1193.0,1
525,A,Road,5,2,154.0,3,low,M,40.0,1238.0,1
526,B,Road,3,3,249.0,3,medium,M,51.0,2173.0,1
527,C,Road,5,1,206.0,2,low,M,2.0,3490.0,1
528,F,Road,4,5,235.0,3,medium,F,22.0,2015.0,1
529,D,Road,5,5,261.0,3,medium,F,8.0,3257.0,1
530,F,Road,6,1,243.0,4,high,F,22.0,3537.0,1
531,A,Road,3,2,237.0,2,high,M,26.0,3103.0,1
532,B,Road,2,4,179.0,2,low,F,19.0,1900.0,1
533,C,Road,4,3,192.0,3,low,F,43.0,3498.0,1
534,F,Road,3,1,141.0,3,medium,F,39.0,1838.0,1
535,D,Road,3,2,245.0,3,low,F,61.0,2188.0,1
536,F,Road,4,4,177.0,4,medium,F,32.0,1774.0,1
537,A,Road,2,3,154.0,4,high,F,17.0,1897.0,1
538,B,Road,4,4,228.0,3,medium,F,12.0,3359.0,1
539,C,Road,3,3,207.0,6,high,F,24.0,3702.0,1
540,F,Road,4,4,266.0,4,medium,F,33.0,2701.0,1
541,D,Road,3,3,172.0,3,medium,F,42.0,1707.0,1
542,F,Road,4,3,142.0,3,low,F,35.0,1512.0,1
543,A,Road,4,5,218.0,3,low,F,40.0,3200.0,1
544,B,Flight,3,3,231.0,2,low,M,46.0,2962.0,1
545,C,Flight,4,2,180.0,3,low,F,47.0,1434.0,1
546,F,Flight,3,1,168.0,3,low,M,46.0,1886.0,1
547,D,Flight,5,5,147.0,4,high,F,42.0,1642.0,1
548,F,Flight,5,4,245.0,5,low,M,6.0,3592.0,1
549,A,Flight,2,4,182.0,3,medium,M,47.0,3792.0,1
550,B,Flight,3,4,176.0,3,medium,F,8.0,1567.0,1
551,C,Flight,5,3,197.0,4,medium,F,51.0,2917.0,1
552,F,Flight,3,5,233.0,3,medium,M,52.0,3519.0,1
553,D,Flight,3,4,156.0,2,low,M,8.0,1145.0,1
554,F,Flight,2,3,257.0,4,medium,F,52.0,2073.0,1
555,A,Flight,5,4,250.0,3,low,F,11.0,3373.0,1
556,B,Flight,5,4,189.0,5,low,M,3.0,3301.0,1
557,C,Flight,3,3,255.0,2,high,M,7.0,3311.0,1
558,F,Flight,2,3,198.0,2,medium,M,28.0,3514.0,1
559,D,Flight,4,2,164.0,3,medium,M,15.0,1489.0,1
560,F,Flight,5,2,271.0,3,medium,M,32.0,3785.0,1
561,A,Flight,3,1,185.0,2,medium,F,34.0,3299.0,1
562,B,Flight,2,5,157.0,6,high,F,17.0,1764.0,1
563,C,Flight,3,2,137.0,2,medium,M,17.0,1673.0,1
564,F,Flight,3,3,229.0,3,low,M,14.0,2164.0,1
565,D,Flight,3,3,234.0,2,medium,F,39.0,2449.0,1
566,F,Ship,4,3,216.0,2,low,M,52.0,3578.0,1
567,A,Ship,3,1,163.0,4,low,F,20.0,1940.0,1
568,B,Ship,5,2,268.0,3,low,M,19.0,2526.0,1
569,C,Ship,3,3,205.0,5,medium,M,35.0,2988.0,1
570,F,Ship,4,5,265.0,2,medium,F,18.0,2969.0,1
571,D,Ship,2,2,236.0,3,medium,M,3.0,3416.0,1
572,F,Ship,4,1,132.0,3,low,M,63.0,1901.0,1
573,A,Ship,3,4,234.0,2,medium,M,46.0,3108.0,1
574,B,Ship,4,3,108.0,6,low,F,22.0,1745.0,1
575,C,Ship,4,2,276.0,2,low,M,54.0,3706.0,1
576,F,Ship,4,2,179.0,4,low,M,1.0,1063.0,1
577,D,Ship,4,1,230.0,3,medium,M,40.0,2225.0,1
578,F,Ship,3,2,210.0,3,medium,F,43.0,2096.0,1
579,A,Ship,3,2,173.0,3,low,F,15.0,1992.0,1
580,B,Ship,2,5,201.0,3,medium,F,29.0,3894.0,1
581,C,Ship,3,3,214.0,2,low,M,21.0,3342.0,1
582,F,Ship,4,2,216.0,2,medium,F,22.0,3024.0,1
583,D,Ship,2,5,144.0,3,medium,M,61.0,1313.0,1
584,F,Ship,5,5,182.0,3,medium,F,27.0,3039.0,1
585,A,Ship,3,3,163.0,2,medium,F,48.0,1369.0,1
586,B,Ship,3,3,234.0,3,medium,F,8.0,2334.0,1
587,C,Ship,3,2,158.0,3,high,F,59.0,1307.0,1
588,F,Ship,3,5,194.0,2,medium,M,4.0,3496.0,1
589,D,Ship,3,1,201.0,6,medium,F,3.0,2497.0,1
590,F,Ship,3,2,178.0,2,medium,F,59.0,1933.0,1
591,A,Ship,4,1,214.0,5,medium,M,51.0,2669.0,1
592,B,Ship,3,3,281.0,2,medium,M,55.0,3047.0,1
593,C,Ship,3,2,260.0,3,medium,F,2.0,2176.0,1
594,F,Ship,3,2,200.0,2,medium,F,46.0,3174.0,1
595,D,Ship,5,3,209.0,2,high,F,49.0,2581.0,1
596,F,Ship,3,1,185.0,3,low,M,61.0,3280.0,1
597,A,Ship,4,3,230.0,3,low,F,62.0,2236.0,1
598,B,Ship,3,4,134.0,3,medium,F,31.0,1540.0,1
599,C,Ship,4,5,270.0,2,low,F,34.0,2821.0,1
600,F,Ship,4,1,140.0,3,medium,F,1.0,1464.0,1
601,D,Ship,6,3,133.0,5,medium,M,32.0,1367.0,1
602,F,Ship,3,4,145.0,3,medium,M,44.0,1218.0,1
603,A,Ship,4,3,206.0,3,medium,M,58.0,2135.0,1
604,B,Ship,3,1,162.0,2,low,F,52.0,1125.0,1
605,C,Ship,4,3,187.0,2,low,F,58.0,3665.0,1
606,F,Ship,4,4,166.0,5,low,F,54.0,1203.0,1
607,D,Ship,4,5,178.0,3,low,F,48.0,1819.0,1
608,F,Ship,3,1,167.0,2,high,F,34.0,1967.0,1
609,A,Ship,4,4,224.0,3,high,M,60.0,3145.0,1
610,B,Ship,4,4,158.0,3,medium,M,11.0,1224.0,1
611,C,Ship,3,4,134.0,2,medium,M,43.0,1198.0,1
612,F,Ship,4,2,147.0,2,medium,F,20.0,1387.0,1
613,D,Ship,4,3,187.0,3,low,M,61.0,2207.0,1
614,F,Ship,4,5,247.0,2,medium,F,18.0,2404.0,1
615,A,Ship,5,4,182.0,4,high,M,20.0,2212.0,1
616,B,Ship,4,1,177.0,4,medium,F,33.0,1049.0,1
617,C,Ship,5,5,143.0,2,high,F,18.0,1066.0,1
618,F,Ship,5,3,245.0,2,medium,F,8.0,3231.0,1
619,D,Ship,4,1,133.0,4,medium,M,64.0,1834.0,1
620,F,Ship,3,5,224.0,2,low,M,13.0,3891.0,1
621,A,Ship,2,5,265.0,2,low,F,50.0,3859.0,1
622,B,Ship,4,1,138.0,2,low,M,28.0,1528.0,1
623,C,Ship,3,4,253.0,3,low,M,6.0,3788.0,1
624,F,Ship,4,1,165.0,3,medium,M,51.0,1293.0,1
625,D,Ship,4,3,265.0,3,low,F,65.0,3578.0,1
626,F,Ship,3,2,238.0,3,high,F,54.0,3142.0,1
627,A,Ship,5,2,236.0,3,low,F,51.0,3402.0,1
628,B,Ship,4,2,190.0,5,high,F,38.0,3022.0,1
629,C,Ship,6,1,104.0,4,medium,F,23.0,1442.0,1
630,F,Ship,4,5,245.0,2,low,F,19.0,2616.0,1
631,D,Ship,3,1,155.0,3,medium,F,27.0,1022.0,1
632,F,Ship,3,2,233.0,3,low,M,63.0,2143.0,1
633,A,Ship,4,3,171.0,4,low,F,55.0,1539.0,1
634,B,Ship,2,3,164.0,2,low,M,56.0,1491.0,1
635,C,Ship,3,1,141.0,3,low,M,6.0,1361.0,1
636,F,Ship,5,3,266.0,2,low,F,61.0,2118.0,1
637,D,Ship,3,4,192.0,2,low,F,56.0,3765.0,1
638,F,Ship,3,3,229.0,6,medium,F,61.0,2298.0,1
639,A,Ship,6,2,269.0,4,medium,M,38.0,3171.0,1
640,B,Ship,3,4,247.0,4,low,M,59.0,2939.0,1
641,C,Ship,4,4,157.0,2,low,F,2.0,1087.0,1
642,F,Ship,3,2,148.0,3,medium,F,64.0,1280.0,1
643,D,Ship,4,1,240.0,2,low,M,14.0,2437.0,1
644,F,Ship,4,3,197.0,4,medium,M,58.0,3617.0,1
645,A,Ship,6,4,121.0,5,low,M,23.0,1734.0,1
646,B,Ship,4,2,124.0,3,high,M,60.0,1107.0,1
647,C,Ship,4,2,153.0,3,medium,F,53.0,1185.0,1
648,F,Ship,5,2,105.0,4,high,M,1.0,1622.0,1
649,D,Ship,4,3,202.0,3,medium,M,2.0,3962.0,1
650,F,Ship,5,4,162.0,2,low,F,54.0,1635.0,1
651,A,Ship,3,4,164.0,3,medium,M,13.0,1158.0,1
652,B,Ship,3,2,231.0,4,medium,M,48.0,3370.0,1
653,C,Ship,5,2,209.0,4,medium,F,12.0,2933.0,1
654,F,Ship,3,1,157.0,2,high,M,19.0,1898.0,1
655,D,Ship,4,5,249.0,2,low,M,4.0,2725.0,1
656,F,Ship,2,3,264.0,2,low,F,63.0,2896.0,1
657,A,Ship,3,1,111.0,4,low,M,61.0,1844.0,1
658,B,Ship,3,1,242.0,3,medium,F,10.0,3606.0,1
659,C,Road,4,4,169.0,3,low,M,23.0,1058.0,1
660,F,Road,5,3,138.0,2,low,M,13.0,1056.0,1
661,D,Road,5,1,158.0,3,low,M,9.0,1483.0,1
662,F,Road,5,3,146.0,4,low,M,5.0,1718.0,1
663,A,Road,4,4,218.0,5,medium,F,36.0,2995.0,1
664,B,Road,3,2,178.0,2,medium,F,22.0,1247.0,1
665,C,Road,4,5,197.0,3,low,F,34.0,3784.0,1
666,F,Road,3,3,243.0,2,medium,M,17.0,3230.0,1
667,D,Road,5,2,254.0,4,high,M,37.0,2608.0,1
668,F,Road,3,1,237.0,4,low,M,33.0,2782.0,1
669,A,Road,5,1,179.0,3,low,F,62.0,1945.0,1
670,B,Road,3,2,189.0,3,medium,M,38.0,2108.0,1
671,C,Road,4,3,244.0,3,medium,M,1.0,3982.0,1
672,F,Road,3,3,266.0,2,medium,M,46.0,3594.0,1
673,D,Road,5,4,263.0,3,high,M,10.0,2538.0,1
674,F,Road,3,2,247.0,2,medium,M,39.0,3189.0,1
675,A,Road,4,5,202.0,3,low,F,6.0,2616.0,1
676,B,Road,4,4,227.0,3,medium,F,1.0,2761.0,1
677,C,Road,4,5,189.0,2,low,F,15.0,2457.0,1
678,F,Road,6,4,160.0,2,low,F,31.0,1689.0,1
679,D,Road,3,3,117.0,3,medium,M,56.0,1618.0,1
680,F,Road,3,1,202.0,2,high,M,52.0,2312.0,1
681,A,Flight,4,3,201.0,3,medium,F,54.0,2487.0,1
682,B,Flight,3,4,273.0,2,medium,F,39.0,2651.0,1
683,C,Flight,4,4,143.0,2,medium,M,58.0,1038.0,1
684,F,Flight,4,5,137.0,4,high,M,29.0,1262.0,1
685,D,Flight,5,5,236.0,3,high,M,34.0,3455.0,1
686,F,Flight,4,2,241.0,2,low,M,17.0,3844.0,1
687,A,Flight,4,2,187.0,2,low,F,6.0,3625.0,1
688,B,Flight,4,5,273.0,2,high,M,63.0,3516.0,1
689,C,Flight,5,2,170.0,3,low,M,15.0,1314.0,1
690,F,Flight,3,5,138.0,3,low,F,37.0,1266.0,1
691,D,Flight,5,4,150.0,2,low,M,60.0,1034.0,1
692,F,Flight,5,5,140.0,3,high,F,42.0,1384.0,1
693,A,Flight,4,1,250.0,2,low,M,17.0,3544.0,1
694,B,Flight,3,3,207.0,7,medium,M,19.0,2182.0,1
695,C,Flight,4,4,214.0,3,low,M,36.0,2684.0,1
696,F,Flight,4,1,179.0,3,low,M,63.0,1215.0,1
697,D,Flight,5,1,149.0,4,medium,F,20.0,1110.0,1
698,F,Flight,3,5,151.0,2,low,F,16.0,1422.0,1
699,A,Flight,4,3,264.0,3,medium,M,23.0,2376.0,1
700,B,Flight,6,5,113.0,3,high,M,31.0,1037.0,1
701,C,Flight,6,1,281.0,3,medium,F,36.0,2536.0,1
702,F,Flight,4,2,197.0,7,medium,M,43.0,3730.0,1
703,D,Ship,3,4,265.0,8,low,F,35.0,3299.0,1
704,F,Ship,4,2,259.0,3,low,F,47.0,3764.0,1
705,A,Ship,5,1,200.0,8,low,F,18.0,3806.0,1
706,B,Ship,2,4,111.0,2,high,M,60.0,1787.0,1
707,C,Ship,3,5,223.0,3,medium,M,53.0,3670.0,1
708,F,Ship,3,3,241.0,3,low,M,5.0,2713.0,1
709,D,Ship,4,1,139.0,3,low,F,25.0,1152.0,1
710,F,Ship,7,1,192.0,3,low,M,38.0,1372.0,1
711,A,Ship,3,4,117.0,3,medium,M,23.0,1527.0,1
712,B,Ship,3,1,202.0,2,high,F,21.0,3120.0,1
713,C,Ship,4,2,201.0,3,medium,F,39.0,2066.0,1
714,F,Ship,3,3,273.0,2,medium,F,16.0,2466.0,1
715,D,Ship,4,3,143.0,2,medium,F,64.0,1910.0,1
716,F,Ship,4,1,137.0,4,high,M,15.0,1391.0,1
717,A,Ship,5,3,236.0,3,high,F,47.0,3519.0,1
718,B,Ship,4,1,241.0,2,low,F,39.0,2935.0,1
719,C,Ship,4,5,187.0,2,low,M,44.0,3218.0,1
720,F,Ship,4,3,273.0,2,high,M,43.0,3462.0,1
721,D,Ship,5,3,170.0,3,low,F,12.0,1018.0,1
722,F,Ship,3,4,138.0,3,low,F,54.0,1648.0,1
723,A,Ship,5,3,150.0,2,low,M,2.0,1682.0,1
724,B,Ship,5,4,140.0,3,high,F,56.0,1332.0,1
725,C,Ship,4,3,250.0,2,low,F,46.0,2878.0,1
726,F,Ship,3,4,207.0,7,medium,F,46.0,2670.0,1
727,D,Ship,4,2,214.0,3,low,F,18.0,2574.0,1
728,F,Ship,4,3,179.0,3,low,M,45.0,1903.0,1
729,A,Ship,5,2,149.0,4,medium,M,48.0,1068.0,1
730,B,Ship,3,1,151.0,2,low,F,4.0,1748.0,1
731,C,Ship,4,5,264.0,3,medium,M,16.0,2245.0,1
732,F,Ship,6,5,113.0,3,high,F,35.0,1402.0,1
733,D,Ship,6,3,281.0,3,medium,M,11.0,2135.0,1
734,F,Ship,4,4,197.0,7,medium,F,22.0,2065.0,1
735,A,Ship,3,4,265.0,8,low,M,2.0,3622.0,1
736,B,Ship,4,1,259.0,3,low,M,39.0,2427.0,1
737,C,Ship,5,3,200.0,8,low,F,9.0,2741.0,1
738,F,Ship,2,1,111.0,2,high,F,10.0,1920.0,1
739,D,Ship,3,2,223.0,3,medium,F,6.0,2127.0,1
740,F,Ship,3,2,241.0,3,low,M,22.0,3030.0,1
741,A,Ship,4,5,139.0,3,low,F,65.0,1277.0,1
742,B,Ship,7,4,192.0,3,low,F,33.0,1694.0,1
743,C,Ship,3,5,180.0,4,medium,F,59.0,1481.0,1
744,F,Ship,3,3,153.0,5,low,M,35.0,1089.0,1
745,D,Ship,2,4,280.0,4,low,M,48.0,1463.0,1
746,F,Ship,7,5,243.0,5,medium,M,28.0,1100.0,1
747,A,Ship,3,4,214.0,2,low,M,50.0,3881.0,1
748,B,Ship,4,4,177.0,2,low,M,6.0,1112.0,1
749,C,Ship,3,2,182.0,3,medium,F,39.0,3828.0,1
750,F,Ship,4,5,185.0,3,medium,M,17.0,2824.0,1
751,D,Ship,3,3,143.0,3,medium,M,23.0,1281.0,1
752,F,Ship,3,3,162.0,3,medium,M,7.0,1901.0,1
753,A,Ship,3,1,171.0,2,low,M,34.0,1999.0,1
754,B,Ship,5,1,227.0,3,low,F,14.0,2589.0,1
755,C,Ship,3,5,205.0,6,low,F,25.0,2232.0,1
756,F,Ship,3,5,258.0,3,low,M,17.0,3033.0,1
757,D,Ship,4,5,195.0,5,medium,F,10.0,3537.0,1
758,F,Ship,4,1,224.0,2,low,M,8.0,3638.0,1
759,A,Ship,2,5,192.0,6,low,F,41.0,2673.0,1
760,B,Ship,3,3,202.0,3,medium,F,35.0,3986.0,1
761,C,Ship,5,3,235.0,2,medium,F,12.0,3358.0,1
762,F,Ship,3,4,218.0,3,low,M,22.0,3818.0,1
763,D,Ship,6,5,176.0,4,medium,M,31.0,1262.0,1
764,F,Ship,3,3,221.0,2,medium,F,26.0,3120.0,1
765,A,Ship,3,4,157.0,3,low,F,32.0,1370.0,1
766,B,Ship,4,2,259.0,4,low,F,13.0,2495.0,1
767,C,Ship,2,1,249.0,3,low,M,11.0,2534.0,1
768,F,Ship,4,1,263.0,5,low,F,62.0,2292.0,1
769,D,Ship,4,3,141.0,3,low,F,2.0,1915.0,1
770,F,Ship,4,1,114.0,3,medium,F,9.0,1240.0,1
771,A,Ship,3,4,179.0,4,low,F,44.0,1004.0,1
772,B,Ship,4,3,179.0,3,medium,M,40.0,1584.0,1
773,C,Ship,3,5,193.0,3,low,F,47.0,3523.0,1
774,F,Ship,3,2,137.0,3,medium,F,23.0,1246.0,1
775,D,Ship,3,5,110.0,3,low,M,55.0,1875.0,1
776,F,Ship,3,1,270.0,3,medium,F,61.0,3582.0,1
777,A,Ship,5,1,175.0,3,medium,F,64.0,1110.0,1
778,B,Ship,5,1,234.0,2,low,M,12.0,2372.0,1
779,C,Ship,2,4,177.0,3,medium,M,48.0,1113.0,1
780,F,Ship,3,4,153.0,2,low,F,24.0,1442.0,1
781,D,Ship,4,5,252.0,3,low,M,16.0,2332.0,1
782,F,Ship,2,4,122.0,2,low,F,32.0,1213.0,1
783,A,Ship,4,5,215.0,2,medium,F,34.0,2258.0,1
784,B,Ship,3,3,140.0,4,low,F,47.0,1207.0,1
785,C,Ship,3,1,209.0,2,low,M,43.0,2237.0,1
786,F,Ship,2,3,144.0,3,high,M,40.0,1500.0,1
787,D,Ship,4,2,210.0,3,low,M,16.0,2046.0,1
788,F,Ship,5,1,160.0,3,medium,F,22.0,1693.0,1
789,A,Ship,5,4,134.0,2,low,F,20.0,1549.0,1
790,B,Ship,3,2,138.0,3,medium,F,34.0,1159.0,1
791,C,Ship,4,3,200.0,2,medium,M,65.0,3485.0,1
792,F,Ship,5,4,133.0,2,medium,M,30.0,1161.0,1
793,D,Ship,2,4,121.0,5,low,M,32.0,1788.0,1
794,F,Ship,4,3,257.0,3,medium,M,5.0,2489.0,1
795,A,Ship,4,5,255.0,4,low,M,14.0,3099.0,1
796,B,Road,4,1,158.0,3,low,F,32.0,1061.0,1
797,C,Road,4,4,248.0,4,low,F,49.0,2322.0,1
798,F,Road,2,3,194.0,4,medium,M,65.0,3795.0,1
799,D,Road,4,3,184.0,3,medium,F,19.0,2774.0,1
800,F,Road,5,5,249.0,4,medium,F,38.0,2797.0,1
801,A,Road,5,5,170.0,2,medium,F,36.0,1278.0,1
802,B,Road,3,4,261.0,2,medium,F,1.0,3398.0,1
803,C,Road,3,2,262.0,2,low,F,26.0,2370.0,1
804,F,Road,4,4,224.0,3,medium,M,9.0,2952.0,1
805,D,Road,3,4,130.0,2,medium,F,42.0,1213.0,1
806,F,Road,4,1,133.0,3,low,M,57.0,1379.0,1
807,A,Road,3,1,145.0,4,low,F,58.0,1751.0,1
808,B,Road,2,4,136.0,6,low,F,53.0,1213.0,1
809,C,Road,4,5,163.0,5,low,M,24.0,1658.0,1
810,F,Road,3,3,183.0,3,low,F,45.0,2181.0,1
811,D,Road,5,3,216.0,3,medium,F,1.0,2434.0,1
812,F,Road,4,1,182.0,3,medium,M,28.0,2005.0,1
813,A,Road,4,5,191.0,3,low,F,19.0,2392.0,1
814,B,Road,3,2,140.0,2,high,F,7.0,1401.0,1
815,C,Road,4,4,161.0,3,high,F,59.0,1165.0,1
816,F,Road,4,2,200.0,4,low,M,43.0,2747.0,1
817,D,Road,4,1,176.0,3,medium,F,36.0,1891.0,1
818,F,Flight,5,2,247.0,3,low,M,32.0,3645.0,1
819,A,Flight,3,4,262.0,2,low,M,15.0,3287.0,1
820,B,Flight,4,5,154.0,2,low,F,49.0,1532.0,1
821,C,Flight,3,1,186.0,3,medium,F,11.0,3800.0,1
822,F,Flight,2,1,98.0,3,low,F,29.0,1806.0,1
823,D,Flight,3,3,268.0,3,low,F,33.0,3872.0,1
824,F,Flight,5,3,178.0,2,medium,F,60.0,1830.0,1
825,A,Flight,3,1,142.0,2,high,M,18.0,1428.0,1
826,B,Flight,4,5,160.0,3,low,M,33.0,1837.0,1
827,C,Flight,5,2,232.0,2,medium,M,24.0,2174.0,1
828,F,Flight,4,2,209.0,2,low,F,23.0,2533.0,1
829,D,Flight,4,2,230.0,3,medium,M,33.0,3602.0,1
830,F,Flight,5,4,223.0,3,low,F,40.0,2074.0,1
831,A,Flight,4,4,201.0,3,high,F,7.0,2644.0,1
832,B,Flight,3,5,224.0,3,medium,F,20.0,2937.0,1
833,C,Flight,2,3,251.0,3,low,F,2.0,3351.0,1
